OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType
247,2016,Nonresidential COS,Distribution Center,GREATER_DUWAMISH,1924,1.0,2,179161,0,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,37321.0,25543.0,9436408.0,0.0,8772104.0,664302.0,Multi_usage
248,2016,Nonresidential COS,Warehouse,GREATER_DUWAMISH,1965,1.0,2,58640,0,58640,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,16735.0,11533.0,3928695.25,0.0,3928695.0,0.0,Multi_usage
249,2016,NonResidential,Other,GREATER_DUWAMISH,1999,1.0,3,1172127,0,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,58761304.0,0.0,40622381.0,18138920.0,Mono_usage
250,2016,NonResidential,Hotel,GREATER_DUWAMISH,2005,1.0,9,168449,14567,153882,"Food Service, Hotel, Parking",Hotel,20600.0,9216.0,12726789.0,0.0,6232233.0,6494555.0,Multi_usage
257,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1916,0.0,4,79600,0,79600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,2411402.25,0.0,2411402.0,0.0,Mono_usage
260,2016,SPS-District K-12,K-12 School,LAKE_UNION,1997,1.0,4,241066,0,241066,K-12 School,K-12 School,,,7791957.0,0.0,3096316.0,4695641.0,Mono_usage
261,2016,Campus,Large Office,GREATER_DUWAMISH,1980,14.0,2,334368,31874,302494,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,72963.0,16766.0,53466684.0,0.0,45321378.0,8145300.0,Multi_usage
263,2016,NonResidential,Other,NORTH,2008,1.0,6,419848,335109,84739,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,65000.0,13567.0,9134963.0,0.0,6995246.0,2139716.0,Multi_usage
267,2016,NonResidential,Hotel,DOWNTOWN,1999,1.0,0,934292,0,934292,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,438756.0,49700.0,65047284.0,0.0,39364114.0,25683162.0,Multi_usage
268,2016,NonResidential,Hospital,CENTRAL,1990,6.0,5,597519,0,597519,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),48607.0,,143423024.0,0.0,58754927.0,84668094.0,Multi_usage
273,2016,SPS-District K-12,K-12 School,DELRIDGE,1999,1.0,1,71714,0,71714,K-12 School,K-12 School,,,2371358.0,0.0,1944216.0,427142.0,Mono_usage
274,2016,NonResidential,Warehouse,LAKE_UNION,1991,1.0,3,75397,8161,67236,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,8161.0,,549181.375,0.0,423381.0,125800.0,Multi_usage
278,2016,NonResidential,Senior Care Community,DOWNTOWN,1999,1.0,5,102796,12611,90185,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,40091.0,3231.0,10105379.0,0.0,7428816.0,2676561.0,Multi_usage
279,2016,SPS-District K-12,K-12 School,SOUTHWEST,2002,1.0,2,208981,0,208981,K-12 School,K-12 School,,,8164853.0,0.0,4894851.0,3270002.0,Mono_usage
281,2016,NonResidential,K-12 School,NORTHEAST,1928,1.0,2,55653,0,55653,K-12 School,K-12 School,,,1377627.0,0.0,6138.0,1371489.0,Mono_usage
282,2016,NonResidential,Hotel,NORTHEAST,1931,1.0,16,106860,0,106860,Hotel,Hotel,,,11935719.0,0.0,3561742.0,8373976.0,Mono_usage
283,2016,NonResidential,Small- and Mid-Sized Office,NORTH,1972,1.0,5,50759,0,50759,"Office, Restaurant",Office,3680.0,,3147042.0,0.0,2558533.0,588509.0,Multi_usage
284,2016,NonResidential,Worship Facility,NORTHEAST,1952,1.0,2,56772,0,56772,Worship Facility,Worship Facility,,,2439484.75,0.0,975113.0,1464372.0,Mono_usage
285,2016,NonResidential,Worship Facility,NORTHEAST,1952,1.0,3,103000,0,103000,Worship Facility,Worship Facility,,,4854429.5,0.0,2338435.0,2515995.0,Mono_usage
286,2016,SPS-District K-12,K-12 School,NORTHEAST,2006,1.0,3,269297,0,269297,K-12 School,K-12 School,,,10498344.0,0.0,7203965.0,3294379.0,Mono_usage
287,2016,SPS-District K-12,K-12 School,NORTHEAST,2001,1.0,3,75174,0,75174,K-12 School,K-12 School,,,2733846.0,0.0,1589543.0,1144302.0,Mono_usage
289,2016,SPS-District K-12,K-12 School,MAGNOLIA_QUEENANNE,2003,1.0,3,75214,0,75214,K-12 School,K-12 School,,,2334260.0,0.0,1733685.0,600575.0,Mono_usage
290,2016,SPS-District K-12,K-12 School,SOUTHWEST,2005,1.0,3,134918,0,134918,K-12 School,K-12 School,,,3822102.5,0.0,2895105.0,926998.0,Mono_usage
291,2016,SPS-District K-12,K-12 School,CENTRAL,1991,1.0,2,64414,0,64414,K-12 School,K-12 School,,,2295176.5,0.0,2295176.0,0.0,Mono_usage
292,2016,SPS-District K-12,K-12 School,NORTHWEST,1927,1.0,3,92437,0,92437,K-12 School,K-12 School,,,4626443.0,0.0,967866.0,3658577.0,Mono_usage
293,2016,NonResidential,Other,DOWNTOWN,1914,1.0,7,128766,0,128766,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,12876.0,6136.0,6057410.0,0.0,5732650.0,324760.0,Multi_usage
294,2016,NonResidential,Residence Hall,DOWNTOWN,1913,1.0,9,107572,0,107572,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,27143.0,10568.0,5572503.0,3076446.5,2496056.0,0.0,Multi_usage
295,2016,NonResidential,Other,DOWNTOWN,1955,1.0,15,230880,0,230880,Other,Other,,,62197176.0,0.0,62197171.0,0.0,Mono_usage
300,2016,SPS-District K-12,K-12 School,GREATER_DUWAMISH,2007,1.0,3,204961,0,204961,K-12 School,K-12 School,,,8190809.0,0.0,4528726.0,3662082.0,Mono_usage
302,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1973,1.0,1,76086,0,76086,Other,Other,,,3267564.0,0.0,1563366.0,1704198.0,Mono_usage
313,2016,NonResidential,Medical Office,MAGNOLIA_QUEENANNE,1927,1.0,5,190000,39000,151000,"Medical Office, Office",Medical Office,9805.0,,28731502.0,0.0,18745441.0,9986059.0,Multi_usage
314,2016,NonResidential,Hotel,DOWNTOWN,1961,1.0,4,122309,0,122309,Hotel,Hotel,,,25453690.0,0.0,6322533.0,19131155.0,Mono_usage
315,2016,Campus,Other,DOWNTOWN,1995,4.0,3,215476,0,215476,Other,Other,,,24017770.0,0.0,13788853.0,10228916.0,Mono_usage
316,2016,NonResidential,Hotel,DOWNTOWN,2003,1.0,8,254273,38800,215473,Hotel,Hotel,,,26659244.0,0.0,13763542.0,12895700.0,Mono_usage
317,2016,Nonresidential COS,Other,DOWNTOWN,1980,1.0,2,69400,0,69400,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,14833476.0,0.0,10534370.0,4299104.0,Mono_usage
318,2016,NonResidential,Mixed Use Property,DOWNTOWN,1900,1.0,1,62900,0,62900,"Other, Restaurant, Retail Store",Restaurant,29793.0,3384.300049,10394330.0,0.0,3787933.0,6606397.0,Multi_usage
319,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1914,1.0,4,56500,0,56500,"Office, Retail Store",Office,7000.0,,1380293.625,492761.8125,887532.0,0.0,Multi_usage
320,2016,NonResidential,Warehouse,GREATER_DUWAMISH,2008,1.0,4,203504,0,203504,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,44132.0,,3785282.5,0.0,3785282.0,0.0,Multi_usage
322,2016,NonResidential,Large Office,DOWNTOWN,1968,0.0,3,100734,26731,74003,Office,Office,,,9788717.0,0.0,9788716.0,0.0,Mono_usage
323,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1981,1.0,4,77662,18504,59158,"Office, Parking",Office,17570.0,,5007401.0,0.0,4286102.0,721298.0,Multi_usage
324,2016,NonResidential,Large Office,DOWNTOWN,1978,1.0,12,234000,21790,212210,"Financial Office, Laboratory, Office, Parking",Office,29865.0,25373.0,18661606.0,0.0,18246151.0,415452.0,Multi_usage
326,2016,NonResidential,Large Office,DOWNTOWN,1989,1.0,25,369996,0,369996,"Office, Parking",Office,127192.0,,24755086.0,0.0,24755084.0,0.0,Multi_usage
327,2016,NonResidential,Retail Store,DOWNTOWN,1925,1.0,10,693450,0,693450,"Office, Retail Store",Retail Store,332343.0,,40062888.0,21230.80078,37497068.0,2544584.0,Multi_usage
328,2016,NonResidential,Large Office,DOWNTOWN,1976,1.0,33,791396,0,791396,"Lifestyle Center, Office, Other, Parking, Restaurant",Office,132465.0,33110.0,40847752.0,0.0,40839637.0,538251.0,Multi_usage
329,2016,NonResidential,Large Office,DOWNTOWN,2000,1.0,23,747747,205076,542671,"Office, Parking, Restaurant",Office,219045.0,9337.0,30985420.0,0.0,27883939.0,3101477.0,Multi_usage
330,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1926,1.0,10,63409,7757,55652,"Office, Retail Store",Office,6187.0,,3444270.0,2086424.75,1357845.0,0.0,Multi_usage
331,2016,NonResidential,Large Office,DOWNTOWN,1930,1.0,17,204790,30000,174790,"Office, Other - Recreation, Parking, Retail Store",Office,17070.0,14666.0,7739699.0,0.0,6736076.0,1003622.0,Multi_usage
332,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1916,1.0,5,73399,0,73399,"Office, Retail Store",Office,9976.0,,3757006.0,0.0,3757005.0,0.0,Multi_usage
333,2016,NonResidential,Large Office,DOWNTOWN,1969,1.0,20,265851,32334,233517,"Office, Parking",Office,29214.0,,14633233.0,6568832.0,8064399.0,0.0,Multi_usage
334,2016,NonResidential,Large Office,DOWNTOWN,2009,1.0,25,758043,228668,529375,"Office, Parking",Office,191082.0,,27018020.0,0.0,26131643.0,886373.0,Multi_usage
335,2016,NonResidential,Large Office,DOWNTOWN,1968,1.0,12,206000,0,206000,"Office, Parking",Office,51250.0,,8580279.0,2312496.75,6267781.0,0.0,Multi_usage
336,2016,NonResidential,Large Office,DOWNTOWN,2009,1.0,36,824887,154972,669915,"Office, Parking",Office,161119.0,,39523852.0,0.0,39523847.0,0.0,Multi_usage
337,2016,NonResidential,Large Office,DOWNTOWN,1990,1.0,16,480840,141600,339240,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,123356.0,18239.0,17867002.0,0.0,17733276.0,133724.0,Multi_usage
339,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,7,89550,0,89550,"Office, Retail Store, Social/Meeting Hall",Office,10058.0,7030.0,3903259.75,348386.8125,3554872.0,0.0,Multi_usage
340,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,6,89355,0,89355,"Office, Retail Store",Office,7000.0,,4178233.5,0.0,4116601.0,61632.0,Multi_usage
341,2016,NonResidential,Large Office,DOWNTOWN,1922,1.0,15,388934,0,388934,Office,Office,,,18576900.0,1192343.75,17384553.0,0.0,Mono_usage
342,2016,NonResidential,Large Office,DOWNTOWN,1929,1.0,22,384302,0,384302,"Convenience Store without Gas Station, Food Service, Office",Office,3291.899902,1437.0,10062436.0,0.0,10062435.0,0.0,Multi_usage
343,2016,NonResidential,Large Office,DOWNTOWN,1958,1.0,17,378525,84600,293925,"Office, Parking",Office,83311.0,14679.0,24906132.0,10921066.0,13985064.0,0.0,Multi_usage
345,2016,NonResidential,Large Office,DOWNTOWN,1983,1.0,47,1323055,0,1323055,"Office, Parking, Restaurant",Office,272682.0,37595.0,44683660.0,0.0,44521844.0,161812.0,Multi_usage
346,2016,NonResidential,Large Office,DOWNTOWN,1986,1.0,41,589921,129432,460489,"Office, Parking, Pre-school/Daycare",Office,107667.0,10290.0,24603420.0,0.0,24603417.0,0.0,Multi_usage
347,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1950,1.0,6,91091,1392,89699,"Office, Parking",Office,1392.0,,1835804.875,480784.0,1355021.0,0.0,Multi_usage
348,2016,NonResidential,Large Office,DOWNTOWN,1968,1.0,8,157941,62993,94948,"Office, Parking",Office,15401.0,,3743228.5,0.0,3743228.0,0.0,Multi_usage
349,2016,NonResidential,Large Office,DOWNTOWN,1991,1.0,29,635303,197231,438072,"Office, Parking",Office,194435.0,6122.0,18221224.0,180731.7969,18040489.0,0.0,Multi_usage
351,2016,NonResidential,Large Office,DOWNTOWN,1980,1.0,34,776762,162604,614158,"Office, Parking",Office,154947.0,,32552428.0,0.0,32457349.0,95076.0,Multi_usage
352,2016,NonResidential,Large Office,DOWNTOWN,1972,1.0,14,186768,23775,162993,"Data Center, Office, Parking",Office,33671.0,240.0,9641043.0,2154977.5,7486064.0,0.0,Multi_usage
353,2016,NonResidential,Large Office,DOWNTOWN,1969,1.0,49,1123435,368980,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,232248.0,30329.0,45163308.0,0.0,38378889.0,6784415.0,Multi_usage
354,2016,NonResidential,Large Office,DOWNTOWN,2002,1.0,37,1052469,164420,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,185581.0,103478.0,41213584.0,0.0,41213579.0,0.0,Multi_usage
355,2016,NonResidential,Large Office,DOWNTOWN,1973,1.0,42,617684,171500,446184,"Financial Office, Office, Parking, Retail Store",Office,189600.0,18026.0,69519808.0,882983.5,68636822.0,0.0,Multi_usage
356,2016,NonResidential,Large Office,DOWNTOWN,1907,1.0,8,201480,0,201480,"Non-Refrigerated Warehouse, Office, Retail Store",Office,29094.0,10624.0,8921778.0,1619966.875,7301810.0,0.0,Multi_usage
357,2016,Nonresidential COS,Large Office,DOWNTOWN,1990,1.0,63,1354987,159600,1195387,"Office, Parking",Office,159599.0,18656.0,61576184.0,0.0,61576180.0,0.0,Multi_usage
358,2016,Nonresidential COS,Large Office,DOWNTOWN,2001,1.0,14,310490,0,310490,"Data Center, Office, Other",Office,28394.0,600.0,21169502.0,0.0,16124036.0,5045465.0,Multi_usage
359,2016,Nonresidential COS,Large Office,DOWNTOWN,2003,1.0,8,199530,30660,168870,"Office, Other, Parking, Restaurant",Office,18590.0,17480.0,13214416.0,0.0,8738965.0,4475451.0,Multi_usage
360,2016,NonResidential,Large Office,DOWNTOWN,2006,1.0,13,372242,52703,319539,"Office, Parking",Office,52703.0,,13843866.0,0.0,11248986.0,2594878.0,Multi_usage
361,2016,NonResidential,Large Office,DOWNTOWN,1909,1.0,7,114395,8296,106099,Office,Office,,,2746560.75,0.0,1640689.0,1105871.0,Mono_usage
363,2016,NonResidential,Retail Store,NORTHEAST,1978,1.0,2,89200,0,89200,Retail Store,Retail Store,,,6461937.0,0.0,5499125.0,962811.0,Mono_usage
364,2016,NonResidential,Large Office,NORTHEAST,1971,1.0,23,474546,0,474546,Office,Office,,,28450436.0,0.0,28450433.0,0.0,Mono_usage
365,2016,NonResidential,Other,NORTHEAST,1969,1.0,5,36000,0,36000,Data Center,Data Center,,,30038490.0,0.0,30038487.0,0.0,Mono_usage
366,2016,NonResidential,Small- and Mid-Sized Office,NORTHEAST,1961,0.0,5,99005,0,99005,Office,Office,,,4728488.5,0.0,2863212.0,1865277.0,Mono_usage
367,2016,NonResidential,Large Office,NORTHEAST,2002,1.0,6,135051,44248,90803,"Office, Parking",Office,42500.0,,4426136.0,0.0,4426136.0,0.0,Multi_usage
368,2016,NonResidential,Large Office,NORTHEAST,2002,1.0,5,220649,82720,137929,"Office, Parking",Office,90000.0,,7046345.5,0.0,7046345.0,0.0,Multi_usage
369,2016,NonResidential,Self-Storage Facility,DOWNTOWN,1964,1.0,5,93660,0,93660,Self-Storage Facility,Self-Storage Facility,,,873221.875,0.0,873222.0,0.0,Mono_usage
370,2016,NonResidential,Large Office,DOWNTOWN,1980,1.0,18,413715,64660,349055,"Office, Parking",Office,69634.0,,24224888.0,0.0,24224886.0,0.0,Multi_usage
371,2016,NonResidential,Mixed Use Property,DOWNTOWN,2000,1.0,11,381381,195621,185760,"Fitness Center/Health Club/Gym, Office, Parking",Parking,164192.0,37782.0,9765777.0,0.0,9671822.0,93954.0,Multi_usage
372,2016,NonResidential,Large Office,DOWNTOWN,1988,1.0,20,497513,118744,378769,"Office, Parking",Office,114510.0,,26823218.0,0.0,26602310.0,220905.0,Multi_usage
373,2016,NonResidential,Large Office,DOWNTOWN,1979,1.0,24,543876,116721,427155,"Office, Parking",Office,107300.0,,25307744.0,0.0,25307741.0,0.0,Multi_usage
374,2016,NonResidential,Mixed Use Property,DOWNTOWN,1980,1.0,4,109347,38700,70647,"Laboratory, Office, Parking",Laboratory,38700.0,28258.0,8218155.5,0.0,7484659.0,733496.0,Multi_usage
375,2016,NonResidential,Large Office,DOWNTOWN,1982,1.0,6,396626,124216,272410,"Office, Parking",Office,122624.0,,20361158.0,0.0,20361156.0,0.0,Multi_usage
376,2016,NonResidential,Large Office,DOWNTOWN,2002,1.0,6,287471,83591,203880,"Office, Other, Other - Restaurant/Bar, Parking",Office,72178.0,5322.0,14913424.0,0.0,14913422.0,0.0,Multi_usage
377,2016,NonResidential,Large Office,DOWNTOWN,1947,1.0,3,192630,48512,144118,"Office, Parking",Office,48199.0,,5357833.0,0.0,5169641.0,188191.0,Multi_usage
379,2016,NonResidential,Large Office,DOWNTOWN,1984,1.0,8,253103,61986,191117,"Laboratory, Office, Other, Parking",Office,70190.0,21782.0,29949248.0,0.0,29949243.0,0.0,Multi_usage
381,2016,NonResidential,Supermarket / Grocery Store,NORTHWEST,1956,1.0,1,60880,0,60880,Supermarket/Grocery Store,Supermarket/Grocery Store,,,14293972.0,0.0,8125218.0,6168753.0,Mono_usage
382,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,5,50176,0,50176,"Office, Other, Restaurant",Office,8329.0,4253.0,2933288.75,0.0,2836654.0,96634.0,Multi_usage
383,2016,NonResidential,Large Office,DOWNTOWN,1912,1.0,42,304346,0,304346,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,8429.0,7518.0,23262244.0,1014422.375,11239744.0,11008077.0,Multi_usage
384,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1977,1.0,1,128800,0,128800,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,9600.0,,1809101.5,0.0,371850.0,1437252.0,Multi_usage
385,2016,NonResidential,Large Office,DOWNTOWN,1927,1.0,8,321945,0,321945,"Office, Performing Arts, Retail Store",Office,39355.0,19787.0,13656587.0,3700629.75,9955956.0,0.0,Multi_usage
386,2016,NonResidential,Large Office,DOWNTOWN,1964,1.0,22,336330,0,336330,"Office, Other - Restaurant/Bar, Parking",Office,66430.0,7438.0,18967014.0,5370612.0,13134207.0,462194.0,Multi_usage
387,2016,NonResidential,Large Office,DOWNTOWN,1960,1.0,21,298426,0,298426,"Office, Other - Education, Parking",Office,197750.0,11888.0,27076922.0,12760971.0,14315950.0,0.0,Multi_usage
388,2016,NonResidential,Large Office,DOWNTOWN,1976,1.0,42,635824,0,635824,"Financial Office, Office, Other, Parking, Restaurant",Office,40000.0,19671.0,48479988.0,0.0,48479982.0,0.0,Multi_usage
389,2016,NonResidential,Hotel,DOWNTOWN,1923,1.0,12,542305,0,542305,"Hotel, Swimming Pool",Hotel,0.0,,56485204.0,28438884.0,24078107.0,3968211.0,Multi_usage
390,2016,NonResidential,Retail Store,SOUTHEAST,1980,1.0,2,291940,0,291940,"Office, Retail Store",Retail Store,100000.0,,11688601.0,0.0,9933861.0,1754739.0,Multi_usage
391,2016,NonResidential,Mixed Use Property,GREATER_DUWAMISH,1970,0.0,1,88400,0,88400,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29620.0,27715.0,4383100.5,0.0,2530658.0,1852442.0,Multi_usage
392,2016,NonResidential,Warehouse,NORTHWEST,1960,1.0,1,52311,0,52311,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,930611.875,0.0,16765.0,913847.0,Mono_usage
393,2016,NonResidential,Other,LAKE_UNION,2009,1.0,5,141131,69710,71421,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,71643.0,,3085814.0,0.0,3085813.0,0.0,Multi_usage
394,2016,NonResidential,Large Office,LAKE_UNION,2001,1.0,5,176532,70067,106465,"Office, Parking",Office,70067.0,,5803409.0,0.0,5803409.0,0.0,Multi_usage
395,2016,NonResidential,Warehouse,BALLARD,1973,1.0,1,52500,0,52500,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,5853.0,,3989399.0,0.0,3064777.0,924621.0,Multi_usage
396,2016,NonResidential,Warehouse,BALLARD,1959,1.0,2,57300,0,57300,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,28299.0,,4560492.0,0.0,1853914.0,2706578.0,Multi_usage
398,2016,NonResidential,Large Office,DOWNTOWN,1916,1.0,6,350310,0,350310,"College/University, Office, Restaurant",Office,26900.0,7666.0,18102026.0,0.0,15974366.0,2127656.0,Multi_usage
399,2016,NonResidential,Large Office,DOWNTOWN,1988,1.0,55,1400000,285000,1115000,"Office, Other, Parking, Restaurant",Office,264481.0,133598.0,53079164.0,2179487.75,49472833.0,1426840.0,Multi_usage
401,2016,NonResidential,Hotel,DOWNTOWN,1930,1.0,21,305548,0,305548,Hotel,Hotel,,,33729336.0,16284570.0,14578058.0,2866705.0,Mono_usage
402,2016,NonResidential,Large Office,DOWNTOWN,1989,1.0,46,1536606,512608,1023998,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,377046.0,53116.0,56606136.0,0.0,53668061.0,2938070.0,Multi_usage
403,2016,NonResidential,Large Office,DOWNTOWN,1958,1.0,10,135918,0,135918,Office,Office,,,6423556.5,2121203.0,4302353.0,0.0,Mono_usage
404,2016,NonResidential,Retail Store,DOWNTOWN,1914,1.0,4,79957,0,79957,"Office, Retail Store",Retail Store,29723.0,,5252131.0,0.0,5252130.0,0.0,Multi_usage
405,2016,NonResidential,Large Office,DOWNTOWN,1921,1.0,4,127268,0,127268,"Non-Refrigerated Warehouse, Office, Retail Store",Office,53971.0,5000.0,7711757.5,714523.6875,6039805.0,957428.0,Multi_usage
406,2016,NonResidential,Large Office,DOWNTOWN,1983,1.0,29,500000,0,500000,"Office, Parking, Retail Store",Office,80005.0,14528.0,18848780.0,0.0,18848777.0,0.0,Multi_usage
408,2016,NonResidential,Large Office,DOWNTOWN,1926,0.0,10,132326,0,132326,"Office, Other, Retail Store",Office,12610.0,9835.0,6029020.0,328247.0938,5698221.0,2551.0,Multi_usage
409,2016,NonResidential,Large Office,DOWNTOWN,1984,1.0,6,109830,13200,96630,"Office, Other, Parking, Retail Store",Office,13200.0,5000.0,7335905.5,0.0,7335905.0,0.0,Multi_usage
410,2016,NonResidential,Hotel,DOWNTOWN,1973,0.0,19,332067,59280,272787,Hotel,Hotel,,,37785552.0,15586014.0,19800542.0,2398995.0,Mono_usage
411,2016,NonResidential,Large Office,DOWNTOWN,1910,1.0,10,130513,0,130513,"Office, Restaurant, Retail Store",Office,32264.0,10858.0,11651200.0,631029.0,6846996.0,4173175.0,Multi_usage
412,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1920,1.0,8,60660,0,60660,"Office, Retail Store",Office,4800.0,,2586116.0,0.0,2586116.0,0.0,Multi_usage
413,2016,NonResidential,Large Office,DOWNTOWN,1929,1.0,14,137350,0,137350,Office,Office,,,6366084.5,2258855.25,4107229.0,0.0,Mono_usage
414,2016,NonResidential,Large Office,DOWNTOWN,1929,1.0,15,151039,0,151039,Office,Office,,,5446624.0,2850077.75,2596546.0,0.0,Mono_usage
415,2016,NonResidential,Large Office,DOWNTOWN,1985,1.0,30,755000,134662,620338,"Bank Branch, Office, Other, Parking, Restaurant",Office,126891.0,13422.0,52226204.0,519390.0,43199963.0,8506844.0,Multi_usage
416,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,4,63540,0,63540,Office,Office,,,3518459.5,0.0,2428286.0,1090173.0,Mono_usage
417,2016,NonResidential,Large Office,DOWNTOWN,1927,1.0,10,130893,0,130893,"Medical Office, Office, Supermarket/Grocery Store",Office,27177.0,6644.0,6962073.0,0.0,6962072.0,0.0,Multi_usage
418,2016,NonResidential,Mixed Use Property,DOWNTOWN,1910,1.0,5,79920,0,79920,"Office, Other, Retail Store",Office,26640.0,13320.0,3009463.75,0.0,3009464.0,0.0,Multi_usage
420,2016,NonResidential,Other,DOWNTOWN,1996,1.0,6,147852,86429,61423,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,40629.0,13039.0,9671619.0,0.0,7122619.0,2548999.0,Multi_usage
